Lookup,Hour,Days since last checkin,Check Ins,Contacts Created,Images Uploaded,Notes Written,Checkin_w_images,Checkin_w_Contact,Checkin_w_Note,Checkin_w_I_C,Checkin_w_C_N,Checkin_w_I_N,Checkin_w_All,Property Type,RegionName,PopulationRank,Market,LocRegion,LocProvince,Distance,FundraisingYear,day of week,day of month,Week,Campaign Day Funds,Past 1-3 avg,Past 3-6 avg,Change in past week,Running average,last week change from running,Percentile of Running,Percentile of Past 1-3,Percentile of Past 3-6,Percentile of Past Week Change,target
30207-5-3-2017,10,30,1,2,1,0,1,1,0,1,0,1,0,Standard,West,3,Sacramento,BA,CA,3052.102363,2017,4,3,1,0,0,0,0,0,0,0,0,0,0,0
30207-5-6-2017,16,3,1,0,3,0,1,0,0,0,0,1,0,Standard,West,3,Sacramento,BA,CA,3052.102363,2017,7,6,1,0,0,0,0,0,0,0,0,0,0,0
30207-5-7-2017,10,1,0,0,0,1,0,0,0,0,0,0,0,Standard,West,3,Sacramento,BA,CA,3052.102363,2017,1,7,1,0,0,0,0,0,0,0,0,0,0,0
30207-5-7-2018,11,30,1,0,0,0,0,0,0,0,0,0,0,Standard,West,3,Sacramento,BA,CA,3052.102363,2018,2,7,1,0,0,0,0,0,0,0,0,0,0,0
30207-5-15-2018,20,8,1,0,0,0,0,0,0,0,0,0,0,Standard,West,3,Sacramento,BA,CA,3052.102363,2018,3,15,3,1126,1078.333333,881.3333333,0.223524962,515.5,1.091820239,0.307,0.42,0.236,0.841,0
30207-5-29-2018,17,14,1,0,0,0,0,0,0,0,0,0,0,Standard,West,3,Sacramento,BA,CA,3052.102363,2018,3,29,5,887,989.6666667,1682.666667,-0.411846276,959.0357143,0.031939324,0.717,0.787,0.897,0.258,1
30208-5-5-2017,14,30,1,0,0,1,0,0,1,0,0,0,0,Standard,Northeast,3,New Jersey,NE,NJ,1985.348874,2017,6,5,1,0,0,0,0,0,0,0,0,0,0,0
30208-5-9-2017,13,4,1,0,0,1,0,0,1,0,0,0,0,Standard,Northeast,3,New Jersey,NE,NJ,1985.348874,2017,3,9,2,1535,427.3333333,0,0,160.25,1.666666667,0.263,0.628,0,0,1
30208-5-17-2017,11,8,1,0,0,0,0,0,0,0,0,0,0,Standard,Northeast,3,New Jersey,NE,NJ,1985.348874,2017,4,17,3,831,787,1581,-0.502213789,680.5,0.156502572,0.614,0.463,0.712,0.146,0
30208-5-26-2017,11,9,1,0,1,1,1,0,1,0,0,1,0,Standard,Northeast,3,New Jersey,NE,NJ,1985.348874,2017,6,26,4,1142,557.6666667,1210.666667,-0.539372247,741.12,-0.247535262,0.559,0.37,0.712,0.094,1
30208-5-17-2018,16,30,1,0,4,2,1,0,1,0,0,1,0,Standard,Northeast,3,New Jersey,NE,NJ,1985.348874,2018,5,17,3,1171,948,1363,-0.304475422,708,0.338983051,0.554,0.572,0.512,0.597,0
30208-5-24-2018,9,7,1,0,0,1,0,0,1,0,0,0,0,Standard,Northeast,3,New Jersey,NE,NJ,1985.348874,2018,5,24,4,1063,623.6666667,1190.666667,-0.476203807,780.0869565,-0.200516479,0.541,0.344,0.56,0.185,1
30209-5-16-2018,16,30,1,1,5,0,1,1,0,1,0,1,0,Standard,Central,3,Dallas,TX,TX,2330.339132,2018,4,16,3,303,1117,1592.333333,-0.298513712,649.8,0.718990459,0.497,0.651,0.62,0.591,0
30209-5-19-2018,13,3,1,0,21,0,1,0,0,0,0,1,0,Standard,Central,3,Dallas,TX,TX,2330.339132,2018,7,19,3,1659,730,1117,-0.346463742,663.1666667,0.10077909,0.429,0.351,0.65,0.102,1
30209-5-24-2018,9,5,1,0,3,0,1,0,0,0,0,1,0,Standard,Central,3,Dallas,TX,TX,2330.339132,2018,5,24,4,712,888,1354,-0.344165436,759.0869565,0.169826451,0.521,0.605,0.671,0.419,0
30211-5-1-2017,10,30,1,0,0,1,0,0,1,0,0,0,0,Standard,Southeast,2,Augusta,SE,GA,332.7179664,2017,2,1,1,0,0,0,0,0,0,0,0,0,0,0
30211-5-5-2017,9,4,1,0,4,1,1,0,1,0,0,1,0,Standard,Southeast,2,Augusta,SE,GA,332.7179664,2017,6,5,1,0,0,0,0,0,0,0,0,0,0,0
30211-5-15-2017,13,10,1,0,0,1,0,0,1,0,0,0,0,Standard,Southeast,2,Augusta,SE,GA,332.7179664,2017,2,15,3,4655,1893,1138.333333,0.66295754,780.5714286,1.425146413,0.737,0.839,0.622,0.863,0
30211-5-26-2017,12,11,1,0,1,0,1,0,0,0,0,1,0,Standard,Southeast,2,Augusta,SE,GA,332.7179664,2017,6,26,4,4598,656.3333333,1622.333333,-0.595438669,1090.6,-0.398190598,0.836,0.459,0.869,0.069,1
30211-5-17-2018,9,30,0,0,0,2,0,0,0,0,0,0,0,Standard,Southeast,2,Augusta,SE,GA,332.7179664,2018,5,17,3,1635,2585.473333,1464,0.766033698,897.71375,1.880064312,0.744,0.976,0.588,0.986,0
30212-5-29-2018,19,30,1,0,0,0,0,0,0,0,0,0,0,Standard,Northeast,3,Philadelphia,NE,PA,1664.044339,2018,3,29,5,438,611.3333333,880.6666667,-0.305828917,682.4642857,-0.10422663,0.445,0.445,0.555,0.424,1
30214-5-1-2018,14,30,1,0,0,1,0,0,1,0,0,0,0,Standard,West,3,Orange County,LA,CA,645.8577985,2018,3,1,1,0,0,0,0,0,0,0,0,0,0,0
30215-5-23-2018,14,30,0,0,1,0,0,0,0,0,0,0,0,Standard,Northeast,3,Philadelphia,NE,PA,2456.185063,2018,4,23,4,1275,1164,1093.333333,0.064634146,1032.545455,0.127311146,0.761,0.708,0.557,0.783,0
30215-5-29-2018,19,6,1,0,0,0,0,0,0,0,0,0,0,Standard,Northeast,3,Philadelphia,NE,PA,2456.185063,2018,3,29,5,1051,1377,1284,0.072429907,1096.392857,0.255936675,0.797,0.907,0.785,0.77,1
30216-5-5-2017,10,30,1,0,0,1,0,0,1,0,0,0,0,Standard,West,3,Seattle-Tacoma,NW,WA,683.3218669,2017,6,5,1,0,0,0,0,0,0,0,0,0,0,0
30216-5-1-2018,16,30,1,0,2,0,1,0,0,0,0,1,0,Standard,West,3,Seattle-Tacoma,NW,WA,683.3218669,2018,3,1,1,0,0,0,0,0,0,0,0,0,0,0
30216-5-29-2018,15,28,1,0,1,0,1,0,0,0,0,1,0,Standard,West,3,Seattle-Tacoma,NW,WA,683.3218669,2018,3,29,5,1725,1235.666667,893.6666667,0.382693025,1301.071429,-0.050269924,0.872,0.88,0.569,0.889,1
30217-5-16-2018,15,30,1,0,3,0,1,0,0,0,0,1,0,Standard,West,3,"Portland, OR",NW,OR,376.7257295,2018,4,16,3,1459,2216.256667,2732.093333,-0.188806385,1246.87,0.777456083,0.922,0.959,0.915,0.793,0
30217-5-31-2018,13,15,1,0,0,0,0,0,0,0,0,0,0,Standard,West,3,"Portland, OR",NW,OR,376.7257295,2018,5,31,5,1500,1018.333333,1499.363333,-0.320822838,1315.910333,-0.226137748,0.873,0.885,0.793,0.829,0
30218-5-5-2017,9,30,1,0,2,1,1,0,1,0,0,1,0,Standard,West,3,Seattle-Tacoma,NW,WA,1407.53873,2017,6,5,1,0,0,0,0,0,0,0,0,0,0,0
30218-5-10-2017,11,5,1,0,0,0,0,0,0,0,0,0,0,Standard,West,3,Seattle-Tacoma,NW,WA,1407.53873,2017,4,10,2,1084.27,550.3333333,0,0,183.4444444,2,0.184,0.331,0,0,1
30220-5-31-2018,10,30,1,0,0,0,0,0,0,0,0,0,0,Standard,West,3,"Portland, OR",NW,OR,76.21423314,2018,5,31,5,588,656.3333333,981.6666667,-0.331409168,933.4666667,-0.296886159,0.69,0.762,0.506,0.822,0
30221-5-23-2017,13,30,1,0,1,0,1,0,0,0,0,1,0,Standard,West,1,Anchorage,NW,AK,297.9833109,2017,3,23,4,411,936,1041.333333,-0.101152369,596.2727273,0.569751487,0.404,0.522,0.688,0.262,0
30221-5-23-2018,13,30,1,1,0,0,0,1,0,0,0,0,0,Standard,West,1,Anchorage,NW,AK,297.9833109,2018,4,23,4,603,876.6666667,852.3333333,0.028549081,712.3636364,0.230644887,0.47,0.494,0.345,0.75,0
30223-5-5-2017,10,30,1,1,4,0,1,1,0,1,0,1,0,Standard,West,1,Eugene,NW,OR,292.7135605,2017,6,5,1,0,0,0,0,0,0,0,0,0,0,0
30223-5-30-2017,19,25,1,0,3,0,1,0,0,0,0,1,0,Standard,West,1,Eugene,NW,OR,292.7135605,2017,3,30,5,1002,549.6666667,1658.333333,-0.668542714,1192.931034,-0.539230139,0.87,0.381,0.911,0.041,1
30224-5-18-2017,17,30,1,0,1,1,1,0,1,0,0,1,0,Standard,West,3,Seattle-Tacoma,Depot,WA,7207.6,2017,5,18,3,0,0,0,0,0,0,0,0,0,0.846,0
30225-5-23-2018,14,30,1,0,0,1,0,0,1,0,0,0,0,Regional,West,3,Orange County,Regional,CA,337.39,2018,4,23,4,0,0,0,0,0,0,0,0,0,0.709,0
30226-5-12-2017,14,30,1,1,1,0,1,1,0,1,0,1,0,Standard,West,3,San Francisco-Oakland,BA,CA,1897.374656,2017,6,12,2,2710,1402,762.6666667,0.838286713,590.3636364,1.374807515,0.724,0.751,0.911,0.155,0
30226-5-1-2018,12,30,1,0,1,1,1,0,1,0,0,1,0,Standard,West,3,San Francisco-Oakland,BA,CA,1897.374656,2018,3,1,1,0,0,0,0,0,0,0,0,0,0,0
30226-5-22-2018,12,21,1,0,2,0,1,0,0,0,0,1,0,Standard,West,3,San Francisco-Oakland,BA,CA,1897.374656,2018,3,22,4,776,1601.333333,1527.666667,0.048221689,1082.714286,0.478998988,0.801,0.81,0.851,0.39,0
30228-5-4-2017,14,30,1,0,0,1,0,0,1,0,0,0,0,Standard,West,1,Santa Barbara,0,CA,5410.921574,2017,5,4,1,0,0,0,0,0,0,0,0,0,0,0
30228-5-8-2017,15,4,1,0,0,1,0,0,1,0,0,0,0,Standard,West,1,Santa Barbara,0,CA,5410.921574,2017,2,8,2,1127,0,0,0,0,0,0,0,0,0.001,0
30228-5-10-2017,16,2,1,0,1,1,1,0,1,0,0,1,0,Standard,West,1,Santa Barbara,0,CA,5410.921574,2017,4,10,2,476,1485.666667,0,0,495.2222222,2,0.825,0.911,0,0,0
30230-5-25-2017,13,30,1,0,0,1,0,0,1,0,0,0,0,Standard,West,3,Orange County,LA,CA,1623.148105,2017,5,25,4,534,777.6666667,863.2233333,-0.099113014,715.7520833,0.086502834,0.557,0.576,0.421,0.742,1
30230-5-1-2018,9,30,1,0,2,1,1,0,1,0,0,1,0,Standard,West,3,Orange County,LA,CA,1623.148105,2018,3,1,1,0,0,0,0,0,0,0,0,0,0,0
30230-5-10-2018,15,9,1,0,1,1,1,0,1,0,0,1,0,Standard,West,3,Orange County,LA,CA,1623.148105,2018,5,10,2,1351,1038,0,0,346,2,0.47,0.689,0,0,0
30230-5-23-2018,18,13,1,0,0,1,0,0,1,0,0,0,0,Standard,West,3,Orange County,LA,CA,1623.148105,2018,4,23,4,1068,915,1334.666667,-0.314435564,855.5,0.069549971,0.639,0.519,0.71,0.276,0
30230-5-30-2018,13,7,1,0,0,1,0,0,1,0,0,0,0,Standard,West,3,Orange County,LA,CA,1623.148105,2018,4,30,5,3626,532.3333333,1103.333333,-0.517522659,855.0344828,-0.377413024,0.631,0.543,0.615,0.427,1
30231-5-2-2017,10,30,1,1,2,1,1,1,1,1,1,1,1,Standard,West,3,Sacramento,BA,CA,1592.838507,2017,3,2,1,0,0,0,0,0,0,0,1,1,1,0
30231-5-4-2017,10,2,1,0,2,0,1,0,0,0,0,1,0,Standard,West,3,Sacramento,BA,CA,1592.838507,2017,5,4,1,0,0,0,0,0,0,0,0,0,0,0
30231-5-30-2017,15,26,1,0,0,0,0,0,0,0,0,0,0,Standard,West,3,Sacramento,BA,CA,1592.838507,2017,3,30,5,1398,1035.666667,1939.666667,-0.46605946,2445.862069,-0.576563748,0.982,0.798,0.944,0.203,1
30231-5-15-2018,20,30,1,0,0,0,0,0,0,0,0,0,0,Standard,West,3,Sacramento,BA,CA,1592.838507,2018,3,15,3,858,1999.666667,2827,-0.292654168,1403.357143,0.424916442,0.951,0.889,0.949,0.184,0
30233-5-3-2017,16,30,1,0,1,1,1,0,1,0,0,1,0,Standard,West,2,Fresno-Visalia,BA,CA,1369.55758,2017,4,3,1,0,0,0,0,0,0,0,0,0,0,0
30233-5-9-2017,16,6,0,0,2,0,0,0,0,0,0,0,0,Standard,West,2,Fresno-Visalia,BA,CA,1369.55758,2017,3,9,2,963,335.6666667,0,0,125.875,1.666666667,0.169,0.462,0,0,1
30233-5-26-2017,16,17,2,0,0,1,0,0,2,0,0,0,0,Standard,West,2,Fresno-Visalia,BA,CA,1369.55758,2017,6,26,4,1425,893,1557,-0.426461143,791.76,0.12786703,0.609,0.668,0.859,0.228,0
30233-5-27-2017,12,1,0,0,12,0,0,0,0,0,0,0,0,Standard,West,2,Fresno-Visalia,BA,CA,1369.55758,2017,7,27,4,1200,1165.666667,1068.333333,0.091107644,816.1153846,0.428311105,0.628,0.758,0.724,0.585,0
30233-5-1-2018,11,30,1,0,4,1,1,0,1,0,0,1,0,Standard,West,2,Fresno-Visalia,BA,CA,1369.55758,2018,3,1,1,0,0,0,0,0,0,0,0,0,0,0
30233-5-2-2018,17,1,1,0,0,0,0,0,0,0,0,0,0,Standard,West,2,Fresno-Visalia,BA,CA,1369.55758,2018,4,2,1,0,0,0,0,0,0,0,0,0,0,0
30233-5-20-2018,15,18,1,1,3,0,1,1,0,1,0,1,0,Standard,West,2,Fresno-Visalia,BA,CA,1369.55758,2018,1,20,3,1706,1333.666667,1350,-0.012098765,1481.789474,-0.099962113,0.939,0.7,0.807,0.24,0
30235-5-3-2017,11,30,1,2,3,1,1,1,1,1,1,1,1,Standard,West,3,Sacramento,BA,CA,3513.924686,2017,4,3,1,0,0,0,0,0,0,0,0,0,0,0
30235-5-19-2017,16,16,1,0,0,0,0,0,0,0,0,0,0,Standard,West,3,Sacramento,BA,CA,3513.924686,2017,6,19,3,2082,1759,923.6666667,0.904366655,749.1111111,1.348116286,0.655,0.926,0.454,0.978,0
30235-5-7-2018,9,30,1,0,0,1,0,0,1,0,0,0,0,Standard,West,3,Sacramento,BA,CA,3513.924686,2018,2,7,1,0,0,0,0,0,0,0,0,0,0,0
30235-5-15-2018,20,8,1,0,0,0,0,0,0,0,0,0,0,Standard,West,3,Sacramento,BA,CA,3513.924686,2018,3,15,3,3549,842,1191.333333,-0.293228875,513,0.641325536,0.304,0.203,0.447,0.182,1
30235-5-30-2018,11,15,1,0,0,0,0,0,0,0,0,0,0,Standard,West,3,Sacramento,BA,CA,3513.924686,2018,4,30,5,270,1419.333333,622.3333333,1.280664167,974.2068966,0.456911605,0.729,0.93,0.206,0.994,1
30236-5-9-2017,12,30,1,0,3,1,1,0,1,0,0,1,0,Standard,West,3,San Francisco-Oakland,BA,CA,4479.991695,2017,3,9,2,2546,961.6666667,0,0,360.625,1.666666667,0.782,0.95,0,0,1
30236-5-24-2017,10,15,0,1,0,0,0,0,0,0,0,0,0,Standard,West,3,San Francisco-Oakland,BA,CA,4479.991695,2017,4,24,4,1727,1425.03,2288,-0.377172203,1459.873478,-0.023867464,0.948,0.875,0.956,0.189,0
30236-5-1-2018,9,30,1,0,1,1,1,0,1,0,0,1,0,Standard,West,3,San Francisco-Oakland,BA,CA,4479.991695,2018,3,1,1,0,0,0,0,0,0,0,0,0,0,0
30238-5-18-2017,13,30,1,0,4,0,1,0,0,0,0,1,0,Standard,West,3,Los Angeles,LA,CA,1116.898839,2017,5,18,3,360,632.3333333,859,-0.26387272,466.2352941,0.35625368,0.293,0.352,0.293,0.612,0
30238-5-11-2018,12,30,1,0,3,1,1,0,1,0,0,1,0,Standard,West,3,Los Angeles,LA,CA,1116.898839,2018,6,11,2,1051,1206.333333,0,0,361.9,2.333333333,0.316,0.492,0,0,0
30240-5-3-2017,12,30,1,0,2,1,1,0,1,0,0,1,0,Standard,West,3,Seattle-Tacoma,NW,WA,2404.339127,2017,4,3,1,0,0,0,0,0,0,0,0,0,0,0
30240-5-7-2017,13,4,1,0,1,0,1,0,0,0,0,1,0,Standard,West,3,Seattle-Tacoma,NW,WA,2404.339127,2017,1,7,1,0,0,0,0,0,0,0,0,0,0,0
30242-5-24-2017,13,30,1,0,1,0,1,0,0,0,0,1,0,Standard,West,1,Anchorage,NW,AK,137.9036664,2017,4,24,4,393,632.6666667,543.6666667,0.16370325,525.0869565,0.204879799,0.301,0.366,0.181,0.856,0
30242-5-23-2018,9,30,1,0,0,0,0,0,0,0,0,0,0,Standard,West,1,Anchorage,NW,AK,137.9036664,2018,4,23,4,204,898.6666667,983.6666667,-0.086411386,688.0909091,0.306028978,0.444,0.513,0.463,0.606,0
30244-5-10-2017,15,30,1,0,0,0,0,0,0,0,0,0,0,Standard,West,1,Medford-Klamath Falls,0,OR,321.8204559,2017,4,10,2,9792,5194,0,0,1731.333333,2,0.985,0.99,0,0,1
30244-5-24-2017,14,14,1,0,0,0,0,0,0,0,0,0,0,Standard,West,1,Medford-Klamath Falls,0,OR,321.8204559,2017,4,24,4,3468,6102.4,8020.88,-0.239185725,5022.558261,0.21499835,0.994,0.992,0.996,0.412,0
30244-5-26-2017,16,2,1,0,0,1,0,0,1,0,0,0,0,Standard,West,1,Medford-Klamath Falls,0,OR,321.8204559,2017,6,26,4,5127,4753.4,6535,-0.272624331,4953.3936,-0.040375067,0.994,0.992,0.996,0.449,0
30244-5-31-2017,13,5,1,0,0,0,0,0,0,0,0,0,0,Standard,West,1,Medford-Klamath Falls,0,OR,321.8204559,2017,4,31,5,1398,2946.79,5098.52,-0.422030315,4770.759,-0.382322603,0.994,0.98,0.994,0.577,0
30245-5-16-2017,12,30,1,0,0,0,0,0,0,0,0,0,0,Standard,West,2,Spokane,NW,WA,122.562689,2017,3,16,3,11417,9368.333333,11410,-0.178936605,6528.2,0.435056116,0.997,0.998,0.998,0.266,0
30245-5-22-2017,17,6,1,0,0,0,0,0,0,0,0,0,0,Standard,West,2,Spokane,NW,WA,122.562689,2017,2,22,4,6230,11816,10871,0.086928525,7904,0.494939271,0,1,0.998,0.317,0
30245-5-3-2018,9,30,1,0,0,1,0,0,1,0,0,0,0,Standard,West,2,Spokane,NW,WA,122.562689,2018,5,3,1,0,0,0,0,0,0,0,0,0,0,0
30245-5-10-2018,15,7,1,0,0,0,0,0,0,0,0,0,0,Standard,West,2,Spokane,NW,WA,122.562689,2018,5,10,2,15309,8960,0,0,2986.666667,2,0.994,0.998,0,0,1
30245-5-24-2018,15,14,1,0,0,0,0,0,0,0,0,0,0,Standard,West,2,Spokane,NW,WA,122.562689,2018,5,24,4,7644,10546.66667,13561.33333,-0.222298692,8894.565217,0.1857428,0,1,1,0.638,0
30246-5-23-2017,13,30,1,1,1,0,1,1,0,1,0,1,0,Standard,West,1,Helena,NW,MT,11739.11087,2017,3,23,4,111,1058.333333,1037.666667,0.019916479,770.9090909,0.37283805,0.619,0.613,0.686,0.388,0
30247-5-24-2018,10,30,1,0,3,1,1,0,1,0,0,1,0,Standard,West,3,"Portland, OR",NW,OR,3716.267434,2018,5,24,4,1631,1434,1635.333333,-0.123114554,1023.391304,0.401223553,0.752,0.878,0.783,0.76,0
30248-5-20-2017,14,30,1,0,0,0,0,0,0,0,0,0,0,Standard,West,1,Helena,NW,MT,7789.214796,2017,7,20,3,1166,841.3333333,934.6666667,-0.099857347,676.9531579,0.24282356,0.529,0.517,0.572,0.395,0
30249-5-4-2017,12,30,1,0,0,0,0,0,0,0,0,0,0,Standard,Southeast,3,Miami-Ft. Lauderdale,SE,FL,3433.048888,2017,5,4,1,0,0,0,0,0,0,0,0,0,0,0
30249-5-23-2017,9,19,1,0,7,0,1,0,0,0,0,1,0,Standard,Southeast,3,Miami-Ft. Lauderdale,SE,FL,3433.048888,2017,3,23,4,953,1204.666667,1477.333333,-0.184566787,1012.647727,0.189620669,0.815,0.708,0.871,0.177,0
30249-5-22-2018,13,30,1,0,0,0,0,0,0,0,0,0,0,Standard,Southeast,3,Miami-Ft. Lauderdale,SE,FL,3433.048888,2018,3,22,4,1063,1204,842,0.429928741,1111.047619,0.083661924,0.816,0.615,0.433,0.754,0
30251-5-4-2017,12,30,1,0,3,0,1,0,0,0,0,1,0,Standard,Southeast,3,Miami-Ft. Lauderdale,SE,FL,2273.144803,2017,5,4,1,0,0,0,0,0,0,0,0,0,0,0
30251-5-23-2017,10,19,1,0,2,1,1,0,1,0,0,1,0,Standard,Southeast,3,Miami-Ft. Lauderdale,SE,FL,2273.144803,2017,3,23,4,705,890.6666667,519,0.716120745,643.8181818,0.383413348,0.476,0.479,0.238,0.885,0
30255-5-20-2017,14,30,1,0,0,0,0,0,0,0,0,0,0,Standard,West,1,Helena,NW,MT,5974.653335,2017,7,20,3,2129,889,835,0.064670659,793.8947368,0.11979581,0.671,0.561,0.492,0.612,1
30256-5-16-2018,13,30,1,0,2,1,1,0,1,0,0,1,0,Standard,West,3,"Portland, OR",NW,OR,456.6952363,2018,4,16,3,1190.24,1639.333333,1591.666667,0.029947644,861.2666667,0.903398096,0.725,0.876,0.618,0.93,0
30256-5-31-2018,13,15,1,0,0,0,0,0,0,0,0,0,0,Standard,West,3,"Portland, OR",NW,OR,456.6952363,2018,5,31,5,708,497.6666667,1347,-0.630536996,998.008,-0.501340003,0.72,0.613,0.723,0.419,0
30257-5-24-2017,9,30,1,0,0,0,0,0,0,0,0,0,0,Home Office,West,3,Seattle-Tacoma,Corp,WA,1503.46,2017,4,24,4,0,0,0,0,0,0,0,0,0,0.728,0
30260-5-16-2017,12,30,1,0,3,0,1,0,0,0,0,1,0,Standard,West,2,Spokane,NW,WA,6446.527946,2017,3,16,3,4193,5488,7830.666667,-0.299165673,3637.2,0.508852964,0.991,0.988,0.992,0.145,0
30261-5-22-2017,9,30,0,0,3,0,0,0,0,0,0,0,0,Standard,West,3,Seattle-Tacoma,NW,WA,771.5091735,2017,2,22,4,1255,1527,1446.333333,0.05577322,1057.761905,0.4436141,0.838,0.828,0.877,0.293,0
30263-5-16-2017,7,30,1,0,2,1,1,0,1,0,0,1,0,Standard,West,3,Seattle-Tacoma,NW,WA,1484.594853,2017,3,16,3,1738,3041,2523.666667,0.204992735,1719.8,0.768228864,0.972,0.968,0.944,0.729,0
30264-5-1-2018,12,30,1,0,6,1,1,0,1,0,0,1,0,Standard,West,3,"Portland, OR",NW,OR,417.4120374,2018,3,1,1,0,0,0,0,0,0,0,0,0,0,0
30264-5-17-2018,10,16,1,0,0,0,0,0,0,0,0,0,0,Standard,West,3,"Portland, OR",NW,OR,417.4120374,2018,5,17,3,3123,2546.333333,3570.666667,-0.286874533,1745.6875,0.45864213,0.969,0.974,0.969,0.622,0
30264-5-31-2018,20,14,1,0,0,0,0,0,0,0,0,0,0,Standard,West,3,"Portland, OR",NW,OR,417.4120374,2018,5,31,5,12448.67,7378.333333,2733,1.699719478,2709.766667,1.722866667,0.984,0.998,0.953,0.994,0
30265-5-10-2017,13,30,1,0,0,0,0,0,0,0,0,0,0,Standard,West,2,Spokane,NW,WA,8960.15718,2017,4,10,2,5243,4060,0,0,1353.333333,2,0.976,0.984,0,0,1
30265-5-18-2018,14,30,1,0,0,3,0,0,1,0,0,0,0,Standard,West,2,Spokane,NW,WA,8960.15718,2018,6,18,3,2814,4312,4918.666667,-0.123339658,3362.058824,0.282547459,0.988,0.99,0.984,0.729,0
30265-5-26-2018,12,8,1,0,2,0,1,0,0,0,0,1,0,Standard,West,2,Spokane,NW,WA,8960.15718,2018,7,26,4,4669,9116.333333,6633.666667,0.37425255,4411.12,1.066670898,0.99,0.998,0.994,0.847,0
30266-5-22-2017,15,30,1,0,0,0,0,0,0,0,0,0,0,Standard,West,3,Salt Lake City,NW,UT,476.2128933,2017,2,22,4,612,1248.333333,1130.666667,0.104068396,882.3333333,0.414809218,0.724,0.67,0.757,0.333,0
30267-5-18-2017,19,30,1,0,0,1,0,0,1,0,0,0,0,Standard,West,3,Seattle-Tacoma,NW,WA,1570.57141,2017,5,18,3,1920,1535,2599.666667,-0.409539685,1157.235294,0.326437249,0.892,0.893,0.938,0.334,0
30269-5-9-2017,14,30,1,0,2,0,1,0,0,0,0,1,0,Standard,West,2,Albuquerque-Santa Fe,SD,NM,311.4413732,2017,3,9,2,1241,428.3333333,0,0,160.625,1.666666667,0.263,0.634,0,0,1
30269-5-17-2017,7,8,1,0,1,0,1,0,0,0,0,1,0,Standard,West,2,Albuquerque-Santa Fe,SD,NM,311.4413732,2017,4,17,3,752,1210.666667,1327.333333,-0.08789553,701.875,0.724903532,0.65,0.762,0.601,0.805,0
30269-5-19-2017,9,2,1,0,2,0,1,0,0,0,0,1,0,Standard,West,2,Albuquerque-Santa Fe,SD,NM,311.4413732,2017,6,19,3,909,1437.666667,1276.333333,0.126403761,784.2222222,0.833238878,0.68,0.873,0.65,0.861,0
30269-5-26-2017,10,7,1,0,0,1,0,0,1,0,0,0,0,Standard,West,2,Albuquerque-Santa Fe,SD,NM,311.4413732,2017,6,26,4,493,824.6666667,1164.333333,-0.29172631,839.68,-0.017879827,0.669,0.603,0.678,0.418,0
30269-5-8-2018,14,30,1,0,0,0,0,0,0,0,0,0,0,Standard,West,2,Albuquerque-Santa Fe,SD,NM,311.4413732,2018,3,8,2,1652,0,0,0,0,0,0,0,0,0,0
30269-5-15-2018,13,7,1,0,0,0,0,0,0,0,0,0,0,Standard,West,2,Albuquerque-Santa Fe,SD,NM,311.4413732,2018,3,15,3,1504,1338,1622.333333,-0.175261968,752.3571429,0.778410709,0.643,0.625,0.695,0.323,0
30269-5-22-2018,8,7,1,0,0,0,0,0,0,0,0,0,0,Standard,West,2,Albuquerque-Santa Fe,SD,NM,311.4413732,2018,3,22,4,894,978.3333333,890.6666667,0.098428144,840.1904762,0.164418499,0.631,0.466,0.479,0.452,0
30269-5-29-2018,14,7,1,0,0,0,0,0,0,0,0,0,0,Standard,West,2,Albuquerque-Santa Fe,SD,NM,311.4413732,2018,3,29,5,671,587.6666667,759,-0.225735617,806.3571429,-0.271207961,0.585,0.411,0.434,0.536,1
30270-5-16-2017,12,30,1,1,10,0,1,1,0,1,0,1,0,Standard,West,3,Los Angeles,LA,CA,2959.512282,2017,3,16,3,1246,1414,1315.333333,0.075012671,777.8,0.817948059,0.723,0.733,0.674,0.611,0
30270-5-7-2018,13,30,1,0,5,1,1,0,1,0,0,1,0,Standard,West,3,Los Angeles,LA,CA,2959.512282,2018,2,7,1,0,0,0,0,0,0,0,0,0,0,0
30271-5-16-2017,14,30,1,2,6,1,1,1,1,1,1,1,1,Standard,West,3,San Francisco-Oakland,BA,CA,940.70247,2017,3,16,3,1359,1128,1406.333333,-0.197914198,1324.133333,-0.148122042,0.948,0.564,0.721,0.25,0
30271-5-3-2018,11,30,1,0,0,1,0,0,1,0,0,0,0,Standard,West,3,San Francisco-Oakland,BA,CA,940.70247,2018,5,3,1,0,0,0,0,0,0,0,0,0,0,0
30271-5-22-2018,10,19,1,0,0,1,0,0,1,0,0,0,0,Standard,West,3,San Francisco-Oakland,BA,CA,940.70247,2018,3,22,4,874,1328.666667,1092.666667,0.215985357,889.5671429,0.493610322,0.672,0.684,0.657,0.566,0
30272-5-15-2017,14,30,1,2,7,0,1,1,0,1,0,1,0,Standard,West,2,Honolulu,LA,HI,5633.28288,2017,2,15,3,1645,1472.666667,3403.666667,-0.567329351,1210.285714,0.216792572,0.933,0.685,0.974,0.017,0
30272-5-24-2017,15,9,0,3,0,0,0,0,0,0,0,0,0,Standard,West,2,Honolulu,LA,HI,5633.28288,2017,4,24,4,2170,1553.333333,1498,0.03693814,1333.782609,0.164607578,0.922,0.903,0.822,0.763,0
